type,x_au,y_au,z_au,time
earth,-0.12241847378245066,-0.9250997867526819,-0.40100909161259735,2028-06-14 00:00:00
mars,0.9261991775184266,1.0519359482894541,0.4575056675864087,2028-06-14 00:00:00
jupiter,-5.442860976088533,0.014576357834563805,0.13872850011225651,2028-06-14 00:00:00
saturn,7.800718737908352,4.712619753881573,1.6109545730043795,2028-06-14 00:00:00
spacecraft,0.03761832771428158,1.5870040321393837,0.00914818151100657,2028-06-15 00:00:00
westerwald,0.7924158868657311,-2.51124847900342,-0.01400874786335115,2028-06-15 00:00:00
chimaera,0.47335588479561314,-2.640702286835443,-0.3180393075906126,2028-06-15 00:00:00
rockox,0.1613191127681681,-2.174821310874401,-0.15646910122948315,2028-06-15 00:00:00
moza,-2.3351856567903244,1.8649996842377579,-0.012895022830068787,2028-06-15 00:00:00
ousha,2.09660712649344,1.2682606545750117,-0.18983501327938535,2028-06-15 00:00:00
ghaf,-0.4928091502756888,2.648295679684705,-0.030934799392709243,2028-06-15 00:00:00
justitia,0.7332485219348912,3.025315304910536,-0.29411697116033636,2028-06-15 00:00:00
venus,0.03278159907571696,-0.6616288053857935,-0.29980122540556103,2028-06-15 00:00:00
earth,-0.1056045566180453,-0.9269361321481248,-0.4018052003558891,2028-06-15 00:00:00
mars,0.9158000004026043,1.0608653491769822,0.46188180106697807,2028-06-15 00:00:00
jupiter,-5.443039496573268,0.007956909233484133,0.13589578787680429,2028-06-15 00:00:00
saturn,7.797419357774196,4.716902795396199,1.6128662362260164,2028-06-15 00:00:00
spacecraft,0.05054402333758647,1.592423441773875,0.007603222899590085,2028-06-16 00:00:00
westerwald,0.8018269455146665,-2.5085507328920515,-0.014048235391907813,2028-06-16 00:00:00
chimaera,0.48284072222588037,-2.6386797902916435,-0.3158502732725904,2028-06-16 00:00:00
rockox,0.17309608127191978,-2.174960840198553,-0.15736668693271383,2028-06-16 00:00:00
moza,-2.341499038981367,1.8574457074198119,-0.010847436893827726,2028-06-16 00:00:00
ousha,2.093131564003208,1.2784660235868728,-0.19044420533377449,2028-06-16 00:00:00
ghaf,-0.503258095591429,2.6474462166087966,-0.02972139737421614,2028-06-16 00:00:00
justitia,0.7250046099865829,3.028149515939443,-0.2940509424403616,2028-06-16 00:00:00
venus,0.052836553814743746,-0.6601488197495324,-0.30040429402250807,2028-06-16 00:00:00
earth,-0.08875919502562067,-0.9285109679410762,-0.4024879510681238,2028-06-16 00:00:00
mars,0.9053164772864423,1.0696970537847146,0.46621538771526005,2028-06-16 00:00:00
jupiter,-5.443208029585476,0.0013374471102014923,0.1330628267145106,2028-06-16 00:00:00
saturn,7.794117073896896,4.721184075701444,1.6147772972289451,2028-06-16 00:00:00
spacecraft,0.06346601426901367,1.597726306321314,0.006057708086034571,2028-06-17 00:00:00
westerwald,0.8112250186694259,-2.5058123459904356,-0.01408749537865344,2028-06-17 00:00:00
chimaera,0.492318312161056,-2.6366176654750126,-0.31365649571320475,2028-06-17 00:00:00
rockox,0.18486815866905434,-2.175038881858012,-0.15825982389017415,2028-06-17 00:00:00
moza,-2.3477864798331916,1.84987113537783,-0.008799730071732775,2028-06-17 00:00:00
ousha,2.089614406237873,1.2886459855458192,-0.19104961233391685,2028-06-17 00:00:00
ghaf,-0.5136994316833293,2.6465567305922764,-0.02850754598027513,2028-06-17 00:00:00
justitia,0.7167536904522722,3.0309544382124285,-0.29398206942520483,2028-06-17 00:00:00
venus,0.07285086072855708,-0.658160929906414,-0.3007761903014943,2028-06-17 00:00:00
earth,-0.07188715924268096,-0.9298236368386816,-0.40305705879803283,2028-06-17 00:00:00
mars,0.8947497881968626,1.0784305022044127,0.4705061388401282,2028-06-17 00:00:00
jupiter,-5.443366575331705,-0.005282016392303988,0.13022962183200412,2028-06-17 00:00:00
saturn,7.790811887257163,4.725463593056095,1.6166877552511068,2028-06-17 00:00:00
spacecraft,0.07638340478676915,1.6029134955304372,0.004511754953448153,2028-06-18 00:00:00
westerwald,0.8206099580921552,-2.5030333752033562,-0.014126527255330725,2028-06-18 00:00:00
chimaera,0.5017885076355589,-2.6345159187809077,-0.311458004931484,2028-06-18 00:00:00
rockox,0.1966350200524577,-2.175055526729098,-0.1591484936232643,2028-06-18 00:00:00
moza,-2.354047915728549,1.8422760567097183,-0.006751925086509386,2028-06-18 00:00:00
ousha,2.0860558426969016,1.2988004119138203,-0.19165123318385896,2028-06-18 00:00:00
