            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2461015.500000000, A.D. 2025-Dec-06 00:00:00.0000,  3.830706675824076E+08, -2.634784669122593E+08, -4.908395302741840E+06,  8.908056978527602E+00,  1.376444521021223E+01, -3.402721769296349E+00,  1.550940799432489E+03,  4.649603544743508E+08, -4.248054329968904E-01,
2461016.500000000, A.D. 2025-Dec-07 00:00:00.0000,  3.838384347138692E+08, -2.622879227139696E+08, -5.202365799146816E+06,  8.864313995003908E+00,  1.379442683214076E+01, -3.402145218565529E+00,  1.550818232483964E+03,  4.649236098275831E+08, -4.257644526207480E-01,
2461017.500000000, A.D. 2025-Dec-08 00:00:00.0000,  3.846024182242557E+08, -2.610947936648813E+08, -5.496285026236489E+06,  8.820473216810139E+00,  1.382427966185901E+01, -3.401534977796773E+00,  1.550695389701528E+03,  4.648867824878890E+08, -4.267196197425088E-01,
2461018.500000000, A.D. 2025-Dec-09 00:00:00.0000,  3.853626096795520E+08, -2.598990909075620E+08, -5.790150072732523E+06,  8.776535001812480E+00,  1.385400335403827E+01, -3.400891036429533E+00,  1.550572272196692E+03,  4.648498727884914E+08, -4.276709257291542E-01,
2461019.500000000, A.D. 2025-Dec-10 00:00:00.0000,  3.861190006767541E+08, -2.587008256143967E+08, -6.083958026460797E+06,  8.732499709978338E+00,  1.388359756383572E+01, -3.400213384285096E+00,  1.550448881083575E+03,  4.648128810633945E+08, -4.286183611535391E-01,
2461020.500000000, A.D. 2025-Dec-11 00:00:00.0000,  3.868715828440469E+08, -2.575000089875375E+08, -6.377705974383548E+06,  8.688367703299328E+00,  1.391306194705263E+01, -3.399502011547703E+00,  1.550325217479107E+03,  4.647758076474460E+08, -4.295619159381432E-01,
2461021.500000000, A.D. 2025-Dec-12 00:00:00.0000,  3.876203478409762E+08, -2.562966522588433E+08, -6.671391002630115E+06,  8.644139345705582E+00,  1.394239616025301E+01, -3.398756908748086E+00,  1.550201282503204E+03,  4.647386528763879E+08, -4.305015794827790E-01,
2461022.500000000, A.D. 2025-Dec-13 00:00:00.0000,  3.883652873586112E+08, -2.550907666898094E+08, -6.965010196525961E+06,  8.599815002974513E+00,  1.397159986085641E+01, -3.397978066748618E+00,  1.550077077278895E+03,  4.647014170868959E+08, -4.314373407818495E-01,
2461023.500000000, A.D. 2025-Dec-14 00:00:00.0000,  3.891063931197016E+08, -2.538823635714909E+08, -7.258560640621051E+06,  8.555395042641642E+00,  1.400067270720249E+01, -3.397165476730966E+00,  1.549952602932430E+03,  4.646641006166111E+08, -4.323691885241139E-01,
2461024.500000000, A.D. 2025-Dec-15 00:00:00.0000,  3.898436568788245E+08, -2.526714542244204E+08, -7.552039418716788E+06,  8.510879833917601E+00,  1.402961435859597E+01, -3.396319130185901E+00,  1.549827860593349E+03,  4.646267038041614E+08, -4.332971111766372E-01,
