            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2461008.500000000, A.D. 2025-Nov-29 00:00:00.0000, -3.735563909100036E+08, -3.074193445997090E+07,  1.698726661506650E+07,  5.670688498675908E+00, -1.827117922959078E+01,  1.390081602202010E+00,  1.251545691438623E+03,  3.752039591356944E+08, -4.085822686668532E+00,
2461009.500000000, A.D. 2025-Nov-30 00:00:00.0000, -3.730629380569492E+08, -3.232027087094644E+07,  1.710720981103873E+07,  5.751851570806558E+00, -1.826432541655711E+01,  1.386375177452808E+00,  1.250368079922599E+03,  3.748509200847363E+08, -4.086365027863799E+00,
2461010.500000000, A.D. 2025-Dec-01 00:00:00.0000, -3.725624674648252E+08, -3.389799942366479E+07,  1.722683119168372E+07,  5.833135952824615E+00, -1.825710812128944E+01,  1.382632153871798E+00,  1.249190322966999E+03,  3.744978374320905E+08, -4.086831910294966E+00,
2461011.500000000, A.D. 2025-Dec-02 00:00:00.0000, -3.720549687070341E+08, -3.547508863151502E+07,  1.734612758982265E+07,  5.914540378213918E+00, -1.824952545131971E+01,  1.378852414843801E+00,  1.248012442383654E+03,  3.741447177167791E+08, -4.087222884986403E+00,
2461012.500000000, A.D. 2025-Dec-03 00:00:00.0000, -3.715404314672198E+08, -3.705150684432414E+07,  1.746509582821279E+07,  5.996063561663336E+00, -1.824157551294910E+01,  1.375035844021211E+00,  1.246834460113980E+03,  3.737915675166730E+08, -4.087537501724866E+00,
2461013.500000000, A.D. 2025-Dec-04 00:00:00.0000, -3.710188455408809E+08, -3.862722224824754E+07,  1.758373271957047E+07,  6.077704199278287E+00, -1.823325641115937E+01,  1.371182325324573E+00,  1.245656398229273E+03,  3.734383934485806E+08, -4.087775309433847E+00,
2461014.500000000, A.D. 2025-Dec-05 00:00:00.0000, -3.704902008369710E+08, -4.020220286564901E+07,  1.770203506659485E+07,  6.159460968692968E+00, -1.822456624947298E+01,  1.367291742956924E+00,  1.244478278930920E+03,  3.730852021683101E+08, -4.087935856460580E+00,
2461015.500000000, A.D. 2025-Dec-06 00:00:00.0000, -3.699544873794928E+08, -4.177641655496804E+07,  1.781999966199328E+07,  6.241332529086759E+00, -1.821550312979570E+01,  1.363363981428850E+00,  1.243300124550532E+03,  3.727320003707100E+08, -4.088018690777480E+00,
2461016.500000000, A.D. 2025-Dec-07 00:00:00.0000, -3.694116953090957E+08, -4.334983101057344E+07,  1.793762328850928E+07,  6.323317521116454E+00, -1.820606515226802E+01,  1.359398925591009E+00,  1.242121957550030E+03,  3.723787947896952E+08, -4.088023360107560E+00,
2461017.500000000, A.D. 2025-Dec-08 00:00:00.0000, -3.688618148846811E+08, -4.492241376260544E+07,  1.805490271895345E+07,  6.405414566780228E+00, -1.819625041514310E+01,  1.355396460671257E+00,  1.240943800521712E+03,  3.720255921982658E+08, -4.087949411987645E+00,
2461018.500000000, A.D. 2025-Dec-09 00:00:00.0000, -3.683048364850224E+08, -4.649413217680857E+07,  1.817183471623782E+07,  6.487622269230560E+00, -1.818605701470142E+01,  1.351356472313948E+00,  1.239765676188298E+03,  3.716723994085220E+08, -4.087796393784637E+00,
2461019.500000000, A.D. 2025-Dec-10 00:00:00.0000, -3.677407506104025E+08, -4.806495345435906E+07,  1.828841603341352E+07,  6.569939212551782E+00, -1.817548304520642E+01,  1.347278846619621E+00,  1.238587607402983E+03,  3.713192232716792E+08, -4.087563852679037E+00,
2461020.500000000, A.D. 2025-Dec-11 00:00:00.0000, -3.671695478842721E+08, -4.963484463169002E+07,  1.840464341371183E+07,  6.652363961516008E+00, -1.816452659890098E+01,  1.343163470183884E+00,  1.237409617149495E+03,  3.709660706780860E+08, -4.087251335628190E+00,
2461021.500000000, A.D. 2025-Dec-12 00:00:00.0000, -3.665912190549291E+08, -5.120377258031823E+07,  1.852051359058869E+07,  6.734895061327781E+00, -1.815318576604161E+01,  1.339010230134733E+00,  1.236231728542167E+03,  3.706129485572450E+08, -4.086858389318818E+00,
2461022.500000000, A.D. 2025-Dec-13 00:00:00.0000, -3.660057549972200E+08, -5.277170400667515E+07,  1.863602328777212E+07,  6.817531037365642E+00, -1.814145863496633E+01,  1.334819014167938E+00,  1.235053964826022E+03,  3.702598638778387E+08, -4.086384560116437E+00,
2461023.500000000, A.D. 2025-Dec-14 00:00:00.0000, -3.654131467142649E+08, -5.433860545194510E+07,  1.875116921931283E+07,  6.900270394925825E+00, -1.812934329219108E+01,  1.330589710580448E+00,  1.233876349376872E+03,  3.699068236477591E+08, -4.085829394016575E+00,
2461024.500000000, A.D. 2025-Dec-15 00:00:00.0000, -3.648133853392023E+08, -5.590444329191296E+07,  1.886594808963747E+07,  6.983111618971720E+00, -1.811683782252990E+01,  1.326322208301836E+00,  1.232698905701431E+03,  3.695538349141421E+08, -4.085192436601219E+00,
2461025.500000000, A.D. 2025-Dec-16 00:00:00.0000, -3.642064621369575E+08, -5.746918373682295E+07,  1.898035659360466E+07,  7.066053173890931E+00, -1.810394030923444E+01,  1.322016396924035E+00,  1.231521657437440E+03,  3.692009047634040E+08, -4.084473233002301E+00,
2461026.500000000, A.D. 2025-Dec-17 00:00:00.0000, -3.635923685060297E+08, -5.903279283125032E+07,  1.909439141656334E+07,  7.149093503260963E+00, -1.809064883414909E+01,  1.317672166729551E+00,  1.230344628353802E+03,  3.688480403212829E+08, -4.083671327873237E+00,
2461027.500000000, A.D. 2025-Dec-18 00:00:00.0000, -3.629710959803002E+08, -6.059523645398680E+07,  1.920804923441369E+07,  7.232231029623559E+00, -1.807696147787832E+01,  1.313289408718420E+00,  1.229167842350722E+03,  3.684952487528794E+08, -4.082786265368631E+00,
2461028.500000000, A.D. 2025-Dec-19 00:00:00.0000, -3.623426362308596E+08, -6.215648031794120E+07,  1.932132671367025E+07,  7.315464154267425E+00, -1.806287631996394E+01,  1.308868014634182E+00,  1.227991323459852E+03,  3.681425372627021E+08, -4.081817589131918E+00,
2461029.500000000, A.D. 2025-Dec-20 00:00:00.0000, -3.617069810678525E+08, -6.371648997005542E+07,  1.943422051152717E+07,  7.398791257018643E+00, -1.804839143907001E+01,  1.304407876989078E+00,  1.226815095844441E+03,  3.677899130947104E+08, -4.080764842290352E+00,
2461030.500000000, A.D. 2025-Dec-21 00:00:00.0000, -3.610641224423412E+08, -6.527523079123691E+07,  1.954672727592582E+07,  7.482210696038305E+00, -1.803350491317406E+01,  1.299908889088641E+00,  1.225639183799480E+03,  3.674373835323600E+08, -4.079627567456929E+00,
2461031.500000000, A.D. 2025-Dec-22 00:00:00.0000, -3.604140524481859E+08, -6.683266799630775E+07,  1.965884364562427E+07,  7.565720807626120E+00, -1.801821481976329E+01,  1.295370945055919E+00,  1.224463611751857E+03,  3.670849558986469E+08, -4.078405306738095E+00,
2461032.500000000, A.D. 2025-Dec-23 00:00:00.0000, -3.597567633239418E+08, -6.838876663397096E+07,  1.977056625026902E+07,  7.649319906029755E+00, -1.800251923603505E+01,  1.290793939855436E+00,  1.223288404260491E+03,  3.667326375561503E+08, -4.077097601746998E+00,
2461033.500000000, A.D. 2025-Dec-24 00:00:00.0000, -3.590922474547723E+08, -6.994349158679418E+07,  1.988189171046871E+07,  7.733006283258457E+00, -1.798641623910112E+01,  1.286177769317022E+00,  1.222113586016480E+03,  3.663804359070749E+08, -4.075703993620907E+00,
2461034.500000000, A.D. 2025-Dec-25 00:00:00.0000, -3.584204973743787E+08, -7.149680757121129E+07,  1.999281663786989E+07,  7.816778208901884E+00, -1.796990390619484E+01,  1.281522330159566E+00,  1.220939181843230E+03,  3.660283583932908E+08, -4.074224023043801E+00,
2461035.500000000, A.D. 2025-Dec-26 00:00:00.0000, -3.577415057669445E+08, -7.304867913754199E+07,  2.010333763523494E+07,  7.900633929951233E+00, -1.795298031488160E+01,  1.276827520014881E+00,  1.219765216696585E+03,  3.656764124963717E+08, -4.072657230271125E+00,
2461036.500000000, A.D. 2025-Dec-27 00:00:00.0000, -3.570552654690960E+08, -7.459907067002958E+07,  2.021345129652189E+07,  7.984571670624288E+00, -1.793564354327193E+01,  1.272093237451632E+00,  1.218591715664945E+03,  3.653246057376310E+08, -4.071003155158450E+00,
2461037.500000000, A.D. 2025-Dec-28 00:00:00.0000, -3.563617694718767E+08, -7.614794638689744E+07,  2.032315420696644E+07,  8.068589632192865E+00, -1.791789167023786E+01,  1.267319381999419E+00,  1.217418703969378E+03,  3.649729456781543E+08, -4.069261337192379E+00,
2461038.500000000, A.D. 2025-Dec-29 00:00:00.0000, -3.556610109227381E+08, -7.769527034042424E+07,  2.043244294316605E+07,  8.152685992813177E+00, -1.789972277563100E+01,  1.262505854173082E+00,  1.216246206963721E+03,  3.646214399188306E+08, -4.067431315524475E+00,
2461039.500000000, A.D. 2025-Dec-30 00:00:00.0000, -3.549529831275431E+08, -7.924100641703814E+07,  2.054131407316609E+07,  8.236858907357584E+00, -1.788113494050459E+01,  1.257652555497219E+00,  1.215074250134669E+03,  3.642700961003790E+08, -4.065512629006252E+00,
2461040.500000000, A.D. 2025-Dec-31 00:00:00.0000, -3.542376795525860E+08, -8.078511833743028E+07,  2.064976415654819E+07,  8.321106507248645E+00, -1.786212624733775E+01,  1.252759388530946E+00,  1.213902859101860E+03,  3.639189219033744E+08, -4.063504816226504E+00,
2461041.500000000, A.D. 2026-Jan-01 00:00:00.0000, -3.535150938266249E+08, -8.232756965668775E+07,  2.075778974452065E+07,  8.405426900295060E+00, -1.784269478026303E+01,  1.247826256892918E+00,  1.212732059617946E+03,  3.635679250482665E+08, -4.061407415550245E+00,
2461042.500000000, A.D. 2026-Jan-02 00:00:00.0000, -3.527852197429290E+08, -8.386832376444642E+07,  2.086538738001113E+07,  8.489818170529034E+00, -1.782283862529646E+01,  1.242853065286662E+00,  1.211561877568644E+03,  3.632171132953989E+08, -4.059219965159026E+00,
2461043.500000000, A.D. 2026-Jan-03 00:00:00.0000, -3.520480512613406E+08, -8.540734388506366E+07,  2.097255359776144E+07,  8.574278378045216E+00, -1.780255587057145E+01,  1.237839719526162E+00,  1.210392338972794E+03,  3.628664944450231E+08, -4.056942003092406E+00,
2461044.500000000, A.D. 2026-Jan-04 00:00:00.0000, -3.513035825103491E+08, -8.694459307781167E+07,  2.107928492442466E+07,  8.658805558841070E+00, -1.778184460657558E+01,  1.232786126561733E+00,  1.209223469982384E+03,  3.625160763373081E+08, -4.054573067290639E+00,
2461045.500000000, A.D. 2026-Jan-05 00:00:00.0000, -3.505518077891807E+08, -8.848003423709098E+07,  2.118557787866434E+07,  8.743397724658836E+00, -1.776070292639086E+01,  1.227692194506199E+00,  1.208055296882578E+03,  3.621658668523476E+08, -4.052112695638609E+00,
2461046.500000000, A.D. 2026-Jan-06 00:00:00.0000, -3.497927215699007E+08, -9.001363009266530E+07,  2.129142897125623E+07,  8.828052862828635E+00, -1.773912892593737E+01,  1.222557832661374E+00,  1.206887846091724E+03,  3.618158739101634E+08, -4.049560426010474E+00,
2461047.500000000, A.D. 2026-Jan-07 00:00:00.0000, -3.490263184995289E+08, -9.154534320991737E+07,  2.139683470519201E+07,  8.912768936113185E+00, -1.771712070422067E+01,  1.217382951544818E+00,  1.205721144161349E+03,  3.614661054707031E+08, -4.046915796315441E+00,
2461048.500000000, A.D. 2026-Jan-08 00:00:00.0000, -3.482525934021695E+08, -9.307513599012625E+07,  2.150179157578563E+07,  8.997543882553835E+00, -1.769467636358284E+01,  1.212167462916860E+00,  1.204555217776146E+03,  3.611165695338360E+08, -4.044178344544301E+00,
2461049.500000000, A.D. 2026-Jan-09 00:00:00.0000, -3.474715412811534E+08, -9.460297067076673E+07,  2.160629607078175E+07,  9.082375615318085E+00, -1.767179400995743E+01,  1.206911279807951E+00,  1.203390093753939E+03,  3.607672741393439E+08, -4.041347608816843E+00,
2461050.500000000, A.D. 2026-Jan-10 00:00:00.0000, -3.466831573211938E+08, -9.612880932583068E+07,  2.171034467046677E+07,  9.167262022548513E+00, -1.764847175312821E+01,  1.201614316546242E+00,  1.202225799045644E+03,  3.604182273669077E+08, -4.038423127429973E+00,
2461051.500000000, A.D. 2026-Jan-11 00:00:00.0000, -3.458874368905547E+08, -9.765261386617106E+07,  2.181393384778207E+07,  9.252200967213346E+00, -1.762470770699212E+01,  1.196276488785471E+00,  1.201062360735205E+03,  3.600694373360899E+08, -4.035404438906662E+00,
2461052.500000000, A.D. 2026-Jan-12 00:00:00.0000, -3.450843755432326E+08, -9.917434603986882E+07,  2.191706006843981E+07,  9.337190286958625E+00, -1.760049998982646E+01,  1.190897713533078E+00,  1.199899806039527E+03,  3.597209122063130E+08, -4.032291082045602E+00,
