JDTDB,Date,X_km,Y_km,Z_km,VX_km_s,VY_km_s,VZ_km_s,LT,RG,RR
2464531.500000000, A.D. 2035-Jul-23 00:00:00.0000,  8.580083699758931E+07, -3.969979328057753E+08,  3.160306081813365E+06,  1.712624658541599E+01,  5.579394204313513E+00, -2.128042317289969E+00,  1.354858066505620E+03,  4.061762299988472E+08, -1.852119556196119E+00,
2464532.500000000, A.D. 2035-Jul-24 00:00:00.0000,  8.727990616757976E+07, -3.965129386789449E+08,  2.976420308915466E+06,  1.711142057037562E+01,  5.647321252117966E+00, -2.128567652067313E+00,  1.354324251465410E+03,  4.060161962758254E+08, -1.852360281318829E+00,
2464533.500000000, A.D. 2035-Jul-25 00:00:00.0000,  8.875768267069733E+07, -3.960220757851934E+08,  2.792490481601834E+06,  1.709632367169673E+01,  5.715245112771737E+00, -2.129062081799132E+00,  1.353790370935064E+03,  4.058561429193546E+08, -1.852574023108037E+00,
2464534.500000000, A.D. 2035-Jul-26 00:00:00.0000,  9.023414308465907E+07, -3.955253444460315E+08,  2.608519273596346E+06,  1.708095547490402E+01,  5.783164717213533E+00, -2.129525524885921E+00,  1.353256432700778E+03,  4.056960722636778E+08, -1.852760714689855E+00,
2464535.500000000, A.D. 2035-Jul-27 00:00:00.0000,  9.170926395156035E+07, -3.950227450755882E+08,  2.424509365655959E+06,  1.706531556991248E+01,  5.851078990595624E+00, -2.129957900122207E+00,  1.352722444568127E+03,  4.055359866488476E+08, -1.852920288500475E+00,
2464536.500000000, A.D. 2035-Jul-28 00:00:00.0000,  9.318302177825733E+07, -3.945142781811008E+08,  2.240463445537359E+06,  1.704940355108986E+01,  5.918986852536608E+00, -2.130359126682301E+00,  1.352188414362230E+03,  4.053758884207755E+08, -1.853052676517064E+00,
2464537.500000000, A.D. 2035-Jul-29 00:00:00.0000,  9.465539303675258E+07, -3.939999443633826E+08,  2.056384207964718E+06,  1.703321901727229E+01,  5.986887217336297E+00, -2.130729124104889E+00,  1.351654349927851E+03,  4.052157799312626E+08, -1.853157810460864E+00,
2464538.500000000, A.D. 2035-Jul-30 00:00:00.0000,  9.612635416458066E+07, -3.934797443172743E+08,  1.872274354598790E+06,  1.701676157174969E+01,  6.054778994153419E+00, -2.131067812277919E+00,  1.351120259129448E+03,  4.050556635380141E+08, -1.853235621970863E+00,
2464539.500000000, A.D. 2035-Jul-31 00:00:00.0000,  9.759588156519157E+07, -3.929536788320824E+08,  1.688136594007432E+06,  1.700003082222833E+01,  6.122661087147976E+00, -2.131375111424336E+00,  1.350586149851173E+03,  4.048955416046394E+08, -1.853286042749023E+00,
2464540.500000000, A.D. 2035-Aug-01 00:00:00.0000,  9.906395160833032E+07, -3.924217487920057E+08,  1.503973641637236E+06,  1.698302638078886E+01,  6.190532395587575E+00, -2.131650942090361E+00,  1.350052029996840E+03,  4.047354165006423E+08, -1.853309004672835E+00,
2464541.500000000, A.D. 2035-Aug-02 00:00:00.0000,  1.005305406304131E+08, -3.918839551765551E+08,  1.319788219785959E+06,  1.696574786384083E+01,  6.258391813926377E+00, -2.131895225135749E+00,  1.349517907489859E+03,  4.045752906014015E+08, -1.853304439883663E+00,
2464542.500000000, A.D. 2035-Aug-03 00:00:00.0000,  1.019956249348993E+08, -3.913402990609664E+08,  1.135583057575911E+06,  1.694819489207934E+01,  6.326238231859120E+00, -2.132107881726320E+00,  1.348983790273152E+03,  4.044151662881449E+08, -1.853272280852018E+00,
2464543.500000000, A.D. 2035-Aug-04 00:00:00.0000,  1.034591807926602E+08, -3.907907816166099E+08,  9.513608909275532E+05,  1.693036709045041E+01,  6.394070534356699E+00, -2.132288833328817E+00,  1.348449686309049E+03,  4.042550459479188E+08, -1.853212460424511E+00,
2464544.500000000, A.D. 2035-Aug-05 00:00:00.0000,  1.049211844423450E+08, -3.902354041113978E+08,  7.671244625337720E+05,  1.691226408812255E+01,  6.461887601686475E+00, -2.132438001707662E+00,  1.347915603579175E+03,  4.040949319735544E+08, -1.853124911855990E+00,
2464545.500000000, A.D. 2035-Aug-06 00:00:00.0000,  1.063816120907448E+08, -3.896741679101902E+08,  5.828765218341947E+05,  1.689388551846798E+01,  6.529688309421313E+00, -2.132555308923530E+00,  1.347381550084329E+03,  4.039348267636309E+08, -1.853009568829811E+00,
2464546.500000000, A.D. 2035-Aug-07 00:00:00.0000,  1.078404399131551E+08, -3.891070744752003E+08,  3.986198249896765E+05,  1.687523101905220E+01,  6.597471528441128E+00, -2.132640677333371E+00,  1.346847533844359E+03,  4.037747327224386E+08, -1.852866365469911E+00,
2464547.500000000, A.D. 2035-Aug-08 00:00:00.0000,  1.092976440537384E+08, -3.885341253664000E+08,  2.143571348564327E+05,  1.685630023163199E+01,  6.665236124928285E+00, -2.132694029591734E+00,  1.346313562898037E+03,  4.036146522599401E+08, -1.852695236345884E+00,
2464548.500000000, A.D. 2035-Aug-09 00:00:00.0000,  1.107532006258860E+08, -3.879553222419266E+08,  3.009122096058726E+04,  1.683709280216090E+01,  6.732980960359776E+00, -2.132715288653104E+00,  1.345779645302925E+03,  4.034545877917320E+08, -1.852496116473852E+00,
2464549.500000000, A.D. 2035-Aug-10 00:00:00.0000,  1.122070857125814E+08, -3.873706668584890E+08, -1.541751405282617E+05,  1.681760838080154E+01,  6.800704891497037E+00, -2.132704377775096E+00,  1.345245789135250E+03,  4.032945417390062E+08, -1.852268941313991E+00,
2464550.500000000, A.D. 2035-Aug-11 00:00:00.0000,  1.136592753667645E+08, -3.867801610717764E+08, -3.384391668230295E+05,  1.679784662194396E+01,  6.868406770374754E+00, -2.132661220522330E+00,  1.344712002489775E+03,  4.031345165285118E+08, -1.852013646766040E+00,
2464551.500000000, A.D. 2035-Aug-12 00:00:00.0000,  1.151097456116981E+08, -3.861838068368665E+08, -5.226980685462654E+05,  1.677780718422911E+01,  6.936085444289442E+00, -2.132585740770858E+00,  1.344178293479676E+03,  4.029745145925173E+08, -1.851730169163623E+00,
2464552.500000000, A.D. 2035-Aug-13 00:00:00.0000,  1.165584724413362E+08, -3.855816062086362E+08, -7.069490497567058E+05,  1.675748973057672E+01,  7.003739755788333E+00, -2.132477862713001E+00,  1.343644670236414E+03,  4.028145383687739E+08, -1.851418445268029E+00,
2464553.500000000, A.D. 2035-Aug-14 00:00:00.0000,  1.180054318206948E+08, -3.849735613421711E+08, -8.911893079774976E+05,  1.673689392821708E+01,  7.071368542658981E+00, -2.132337510862549E+00,  1.343111140909615E+03,  4.026545903004779E+08, -1.851078412261776E+00,
2464554.500000000, A.D. 2035-Aug-15 00:00:00.0000,  1.194505996862265E+08, -3.843596744931785E+08, -1.075416034223586E+06,  1.671601944872590E+01,  7.138970637919870E+00, -2.132164610060202E+00,  1.342577713666950E+03,  4.024946728362350E+08, -1.850710007742450E+00,
2464555.500000000, A.D. 2035-Aug-16 00:00:00.0000,  1.208939519461967E+08, -3.837399480183989E+08, -1.259626413030744E+06,  1.669486596806192E+01,  7.206544869812019E+00, -2.131959085479240E+00,  1.342044396694013E+03,  4.023347884300253E+08, -1.850313169716760E+00,
2464556.500000000, A.D. 2035-Aug-17 00:00:00.0000,  1.223354644810645E+08, -3.831143843760198E+08, -1.443817622484028E+06,  1.667343316660668E+01,  7.274090061792027E+00, -2.131720862631323E+00,  1.341511198194209E+03,  4.021749395411671E+08, -1.849887836595357E+00,
2464557.500000000, A.D. 2035-Aug-18 00:00:00.0000,  1.237751131438667E+08, -3.824829861260886E+08, -1.627986834247649E+06,  1.665172072920626E+01,  7.341605032526152E+00, -2.131449867372435E+00,  1.340978126388633E+03,  4.020151286342831E+08, -1.849433947188027E+00,
2464558.500000000, A.D. 2035-Aug-19 00:00:00.0000,  1.252128737606052E+08, -3.818457559309271E+08, -1.812131213594913E+06,  1.662972834521447E+01,  7.409088595885676E+00, -2.131146025908918E+00,  1.340445189515960E+03,  4.018553581792653E+08, -1.848951440699589E+00,
2464559.500000000, A.D. 2035-Aug-20 00:00:00.0000,  1.266487221306381E+08, -3.812026965555460E+08, -1.996247919438690E+06,  1.660745570853733E+01,  7.476539560943454E+00, -2.130809264803578E+00,  1.339912395832326E+03,  4.016956306512421E+08, -1.848440256726398E+00,
2464560.500000000, A.D. 2035-Aug-21 00:00:00.0000,  1.280826340270755E+08, -3.805538108680595E+08, -2.180334104362398E+06,  1.658490251767862E+01,  7.543956731971675E+00, -2.130439510981837E+00,  1.339379753611225E+03,  4.015359485305434E+08, -1.847900335253551E+00,
2464561.500000000, A.D. 2035-Aug-22 00:00:00.0000,  1.295145851971787E+08, -3.798991018401000E+08, -2.364386914651811E+06,  1.656206847578645E+01,  7.611338908440307E+00, -2.130036691737996E+00,  1.338847271143386E+03,  4.013763143026680E+08, -1.847331616652217E+00,
2464562.500000000, A.D. 2035-Aug-23 00:00:00.0000,  1.309445513627629E+08, -3.792385725472333E+08, -2.548403490327060E+06,  1.653895329070020E+01,  7.678684885017446E+00, -2.129600734741414E+00,  1.338314956736670E+03,  4.012167304582499E+08, -1.846734041678472E+00,
2464563.500000000, A.D. 2035-Aug-24 00:00:00.0000,  1.323725082206053E+08, -3.785722261693732E+08, -2.732380965175331E+06,  1.651555667499840E+01,  7.745993451569523E+00, -2.129131568042851E+00,  1.337782818715957E+03,  4.010571994930251E+08, -1.846107551471508E+00,
2464564.500000000, A.D. 2035-Aug-25 00:00:00.0000,  1.337984314428564E+08, -3.779000659911963E+08, -2.916316466784120E+06,  1.649187834604690E+01,  7.813263393162879E+00, -2.128629120080780E+00,  1.337250865423035E+03,  4.008977239077989E+08, -1.845452087552766E+00,
2464565.500000000, A.D. 2035-Aug-26 00:00:00.0000,  1.352222966774554E+08, -3.772220954025571E+08, -3.100207116574913E+06,  1.646791802604741E+01,  7.880493490066129E+00, -2.128093319687732E+00,  1.336719105216491E+03,  4.007383062084125E+08, -1.844767591825506E+00,
2464566.500000000, A.D. 2035-Aug-27 00:00:00.0000,  1.366440795485506E+08, -3.765383178989018E+08, -3.284050029837638E+06,  1.644367544208683E+01,  7.947682517752918E+00, -2.127524096096734E+00,  1.336187546471600E+03,  4.005789489057100E+08, -1.844054006574221E+00,
2464567.500000000, A.D. 2035-Aug-28 00:00:00.0000,  1.380637556569233E+08, -3.758487370816825E+08, -3.467842315765560E+06,  1.641915032618595E+01,  8.014829246905853E+00, -2.126921378947655E+00,  1.335656197580215E+03,  4.004196545155061E+08, -1.843311274465083E+00,
2464568.500000000, A.D. 2035-Aug-29 00:00:00.0000,  1.394813005804165E+08, -3.751533566587718E+08, -3.651581077490479E+06,  1.639434241534931E+01,  8.081932443420243E+00, -2.126285098293740E+00,  1.335125066950659E+03,  4.002604255585526E+08, -1.842539338545623E+00,
2464569.500000000, A.D. 2035-Aug-30 00:00:00.0000,  1.408966898743673E+08, -3.744521804448749E+08, -3.835263412118971E+06,  1.636925145161485E+01,  8.148990868408513E+00, -2.125615184608119E+00,  1.334594163007613E+03,  4.001012645605049E+08, -1.841738142244792E+00,
2464570.500000000, A.D. 2035-Aug-31 00:00:00.0000,  1.423098990720443E+08, -3.737452123619437E+08, -4.018886410768926E+06,  1.634387718210375E+01,  8.216003278205097E+00, -2.124911568790368E+00,  1.334063494192006E+03,  3.999421740518903E+08, -1.840907629373181E+00,
2464571.500000000, A.D. 2035-Sep-01 00:00:00.0000,  1.437209036850885E+08, -3.730324564395890E+08, -4.202447158606499E+06,  1.631821935907088E+01,  8.282968424371390E+00, -2.124174182173180E+00,  1.333533068960908E+03,  3.997831565680740E+08, -1.840047744122809E+00,
2464572.500000000, A.D. 2035-Sep-02 00:00:00.0000,  1.451296792039595E+08, -3.723139168154926E+08, -4.385942734884024E+06,  1.629227773995473E+01,  8.349885053701009E+00, -2.123402956529028E+00,  1.333002895787415E+03,  3.996242146492270E+08, -1.839158431067120E+00,
2464573.500000000, A.D. 2035-Sep-03 00:00:00.0000,  1.465362010983854E+08, -3.715895977358193E+08, -4.569370212978244E+06,  1.626605208742832E+01,  8.416751908224832E+00, -2.122597824077006E+00,  1.332472983160544E+03,  3.994653508402922E+08, -1.838239635160143E+00,
2464574.500000000, A.D. 2035-Sep-04 00:00:00.0000,  1.479404448178170E+08, -3.708595035556278E+08, -4.752726660429031E+06,  1.623954216945033E+01,  8.483567725216036E+00, -2.121758717489746E+00,  1.331943339585122E+03,  3.993065676909522E+08, -1.837291301735327E+00,
2464575.500000000, A.D. 2035-Sep-05 00:00:00.0000,  1.493423857918871E+08, -3.701236387392818E+08, -4.936009138979137E+06,  1.621274775931634E+01,  8.550331237194955E+00, -2.120885569900436E+00,  1.331413973581673E+03,  3.991478677555967E+08, -1.836313376503896E+00,
2464576.500000000, A.D. 2035-Sep-06 00:00:00.0000,  1.507419994308737E+08, -3.693820078608605E+08, -5.119214704614207E+06,  1.618566863571116E+01,  8.617041171933559E+00, -2.119978314910019E+00,  1.330884893686316E+03,  3.989892535932894E+08, -1.835305805552163E+00,
2464577.500000000, A.D. 2035-Sep-07 00:00:00.0000,  1.521392611261676E+08, -3.686346156045684E+08, -5.302340407603383E+06,  1.615830458276112E+01,  8.683696252459418E+00, -2.119036886594515E+00,  1.330356108450655E+03,  3.988307277677364E+08, -1.834268535338146E+00,
2464578.500000000, A.D. 2035-Sep-08 00:00:00.0000,  1.535341462507454E+08, -3.678814667651455E+08, -5.485383292540818E+06,  1.613065539008790E+01,  8.750295197059005E+00, -2.118061219512588E+00,  1.329827626441668E+03,  3.986722928472535E+08, -1.833201512686679E+00,
2464579.500000000, A.D. 2035-Sep-09 00:00:00.0000,  1.549266301596463E+08, -3.671225662482766E+08, -5.668340398387626E+06,  1.610272085286341E+01,  8.816836719280257E+00, -2.117051248713333E+00,  1.329299456241610E+03,  3.985139514047357E+08, -1.832104684783176E+00,
2464580.500000000, A.D. 2035-Sep-10 00:00:00.0000,  1.563166881904541E+08, -3.663579190710001E+08, -5.851208758514717E+06,  1.607450077186566E+01,  8.883319527933958E+00, -2.116006909744315E+00,  1.328771606447903E+03,  3.983557060176255E+08, -1.830977999165599E+00,
2464581.500000000, A.D. 2035-Sep-11 00:00:00.0000,  1.577042956637841E+08, -3.655875303621183E+08, -6.033985400746077E+06,  1.604599495353756E+01,  8.949742327094901E+00, -2.114928138659971E+00,  1.328244085673040E+03,  3.981975592678832E+08, -1.829821403714805E+00,
2464582.500000000, A.D. 2035-Sep-12 00:00:00.0000,  1.590894278837751E+08, -3.648114053626060E+08, -6.216667347402975E+06,  1.601720321004629E+01,  9.016103816100443E+00, -2.113814872030309E+00,  1.327716902544488E+03,  3.980395137419586E+08, -1.828634846641847E+00,
2464583.500000000, A.D. 2035-Sep-13 00:00:00.0000,  1.604720601385869E+08, -3.640295494260197E+08, -6.399251615348980E+06,  1.598812535934707E+01,  9.082402689549021E+00, -2.112667046950094E+00,  1.327190065704592E+03,  3.978815720307611E+08, -1.827418276473197E+00,
2464584.500000000, A.D. 2035-Sep-14 00:00:00.0000,  1.618521677009028E+08, -3.632419680189075E+08, -6.581735216035739E+06,  1.595876122525012E+01,  9.148637637297341E+00, -2.111484601048490E+00,  1.326663583810488E+03,  3.977237367296352E+08, -1.826171642032977E+00,
2464585.500000000, A.D. 2035-Sep-15 00:00:00.0000,  1.632297258284389E+08, -3.624486667212191E+08, -6.764115155549422E+06,  1.592911063749178E+01,  9.214807344456036E+00, -2.110267472499274E+00,  1.326137465534023E+03,  3.975660104383349E+08, -1.824894892421575E+00,
2464586.500000000, A.D. 2035-Sep-16 00:00:00.0000,  1.646047097644593E+08, -3.616496512267155E+08, -6.946388434658274E+06,  1.589917343181116E+01,  9.280910491384629E+00, -2.109015600031659E+00,  1.325611719561673E+03,  3.974083957610005E+08, -1.823587976990804E+00,
2464587.500000000, A.D. 2035-Sep-17 00:00:00.0000,  1.659770947382984E+08, -3.608449273433805E+08, -7.128552048861191E+06,  1.586894945003332E+01,  9.346945753687596E+00, -2.107728922941690E+00,  1.325086354594481E+03,  3.972508953061389E+08, -1.822250845316610E+00,
2464588.500000000, A.D. 2035-Sep-18 00:00:00.0000,  1.673468559658900E+08, -3.600345009938306E+08, -7.310602988437310E+06,  1.583843854016050E+01,  9.412911802208043E+00, -2.106407381104630E+00,  1.324561379347991E+03,  3.970935116866044E+08, -1.820883447165359E+00,
2464589.500000000, A.D. 2035-Sep-19 00:00:00.0000,  1.687139686503060E+08, -3.592183782157280E+08, -7.492538238496274E+06,  1.580764055647207E+01,  9.478807303026471E+00, -2.105050914987791E+00,  1.324036802552203E+03,  3.969362475195855E+08, -1.819485732460024E+00,
2464590.500000000, A.D. 2035-Sep-20 00:00:00.0000,  1.700784079823034E+08, -3.583965651621910E+08, -7.674354779030263E+06,  1.577655535963557E+01,  9.544630917461346E+00, -2.103659465664289E+00,  1.323512632951531E+03,  3.967791054265912E+08, -1.818057651241903E+00,
2464591.500000000, A.D. 2035-Sep-21 00:00:00.0000,  1.714401491408808E+08, -3.575690681022050E+08, -7.856049584966868E+06,  1.574518281683037E+01,  9.610381302075599E+00, -2.102232974827533E+00,  1.322988879304773E+03,  3.966220880334431E+08, -1.816599153630712E+00,
2464592.500000000, A.D. 2035-Sep-22 00:00:00.0000,  1.727991672938474E+08, -3.567358934210341E+08, -8.037619626223326E+06,  1.571352280188131E+01,  9.676057108693575E+00, -2.100771384805810E+00,  1.322465550385097E+03,  3.964651979702712E+08, -1.815110189787740E+00,
